gender,age,no_of_people_contribute_income,relationship_status,children_status,financially_independent,occupation,housing situation,have_roomates,country,living environment,commute,highest level of education attained?,gross_annual_wage,total_portfolio,amount_for_fi,amount_for_re,curr_percentage_of_fi,frequency_of_checking_balance,do_you_move_when_fi,how_financially_stable_childhood_home,parent/guardian_financial_status,did_parent/guardian_teach_about_money,age_when_financially_literate,age_when_learnt_about_fi,education,job,housing_situation,location,spending_habits,frugality,logical_thinking,creativity,drive_for_self_improvement,importance_of_relationship,internet_consumption,introversion,religiousness_level,response_release_consent
Male,25,2,"In a relationship, but not married",Plan Children,No,Architecture and Engineering Occupations,Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",114000,310000,3500000,3500000,4.3,Weekly,"Yes, within my country",Extremely Stable,Upper-Middle Class,"Yes, including investing and retirement planning",15,21,Yes,Yes,Yes,Yes,Yes,4,4,2,5,3,5,3,1,Yes
Male,28,1,"In a relationship, but not married",Undecided,No,Business and Financial Operations Occupations,Rent,No,United States of America,Suburban,30-60 minutes,"College graduate, Bachelor's Degree",165000,90000,2500000,10000000,1.3,Multiple times a day,"Yes, within my country",Extremely Stable,Upper-Middle Class,"Yes, including investing and retirement planning",14,26,Yes,Yes,No,No,Yes,4,5,5,5,3,4,4,1,Yes
Male,39,2,Married,Have Children,No,Legal Occupations,Own,No,United States of America,Suburban,30-60 minutes,Graduate degree,110000,110000,600000,800000,16,Multiple times per week,Unsure,Somewhat Stable,Middle Class,"Yes, only basic savings and budgeting",38,38,No,Yes,Yes,Yes,Yes,4,4,4,3,3,4,2,3,Yes
Male,30,1,"Single, never married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,Yes,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",300000,925000,2000000,3000000,50,Daily,No,Mostly Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",18,28,No,Yes,Yes,Yes,Yes,4,5,3,4,4,5,4,1,Yes
Female,27,2,Married,Do not plan to have children,No,"Licensed Professional (Attorney, Accountant, Engineer)",Own,No,United States of America,Suburban,30-60 minutes,Some graduate school,130000,95000,500000,1500000,40,Multiple times a day,"Yes, within my country",Mostly Stable,Middle Class,"Yes, including investing and retirement planning",12,22,Yes,Yes,Yes,Yes,Yes,4,5,5,4,5,5,5,5,Yes
Male,28,2,Married,Have Children,No,Business and Financial Operations Occupations,Own,No,Australia,Rural,<10 minutes,Graduate degree,120000,70000,1000000,1500000,10,Multiple times per month,"Yes, within my country",Somewhat Stable,Middle Class,"No, they were not financially savvy",20,26,No,No,Yes,Yes,Yes,4,4,4,5,4,4,4,1,Yes
Male,30,2,Married,Undecided,No,Architecture and Engineering Occupations,Rent,No,United States of America,Urban,<10 minutes,Graduate degree,95000,17000,1400000,2000000,1,Monthly,Unsure,Mostly Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",28,28,Yes,Yes,Yes,Yes,Yes,4,5,4,3,3,3,4,3,Yes
Male,24,1,"In a relationship, but not married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,Canada,Urban,10-30 minutes,"College graduate, Bachelor's Degree",65500,35000,625000,1000000,3,Weekly,Unsure,Mostly Unstable,Lower-Middle Class,"No, they were not financially savvy",15,21,Yes,Yes,Yes,Yes,Yes,5,4,2,3,4,5,3,1,Yes
Female,27,2,Married,Do not plan to have children,No,"Farming, Fishing, and Forestry Occupations",Own,No,Canada,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",47000,25000,1000000,1200000,2,Multiple times per week,No,Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",25,25,No,No,Yes,Yes,Yes,5,5,3,4,4,4,5,1,Yes
Male,21,1,"Single, never married",Undecided,No,Office and Administrative Support Occupations,Live with family,No,United States of America,Suburban,30-60 minutes,High School diploma / GED,40000,25000,600000,2000000,6,Quarterly,Unsure,Mostly Unstable,Poor,"No, they were not financially savvy",18,21,Yes,Yes,Yes,Yes,Yes,5,3,2,1,4,5,4,1,Yes
Male,30,2,Married,Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,Yes,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",145000,214784,1500000,1800000,12,Daily,No,Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",23,28,No,Yes,Yes,No,Yes,4,5,3,5,4,3,3,1,Yes
Male,24,1,"In a relationship, but not married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",135000,200000,34,40,22,Weekly,"Yes, within my country",Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",19,22,No,No,Yes,No,No,4,5,3,4,4,5,3,3,Yes
Male,35,2,Married,Have Children,No,"Education, Training, and Library Occupations",Own,No,United States of America,Suburban,<10 minutes,Some graduate school,135000,280000,800000,1200000,34,Multiple times per week,No,Somewhat Unstable,Lower-Middle Class,"No, we did not talk about it",18,32,No,No,No,No,Yes,3,4,1,3,4,5,3,4,Yes
Male,29,1,"Single, never married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",140000,150000,600000,600000,25,Multiple times per week,"Yes, within my country",Somewhat Stable,Middle Class,"No, they were not financially savvy",25,28,No,Yes,Yes,No,Yes,4,4,3,3,4,5,5,1,Yes
Male,24,1,"In a relationship, but not married",Plan Children,No,Business and Financial Operations Occupations,Own,Yes,United States of America,Other (please specify),10-30 minutes,"College graduate, Bachelor's Degree",47000,3712,500000,750000,0,Daily,Unsure,Mostly Unstable,Lower-Middle Class,"No, they were not financially savvy",24,23,No,No,No,No,Yes,4,4,3,3,5,4,3,4,Yes
Male,32,2,Married,Plan Children,No,Healthcare Support Occupations,Rent,No,Canada,Urban,<10 minutes,"College graduate, Bachelor's Degree",85000,108000,581000,581000,18.7,Weekly,Unsure,Mostly Unstable,Middle Class,"Yes, only basic savings and budgeting",27,29,No,No,Yes,No,Yes,4,4,3,2,3,5,5,1,Yes
Male,33,2,"In a relationship, but not married",Have Children,No,"Education, Training, and Library Occupations",Own,No,Netherlands,Suburban,30-60 minutes,Graduate degree,100000,20000,300000,300000,5,Daily,"Yes, within my country",Mostly Stable,Wealthy,"Yes, only basic savings and budgeting",25,30,No,No,Yes,Yes,Yes,4,4,3,5,3,2,3,1,Yes
Female,25,1,"Single, never married",Plan Children,No,Business and Financial Operations Occupations,Other (please specify),No,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",94000,275000,600000,1000000,25,Daily,Unsure,Extremely Stable,Wealthy,"No, we did not talk about it",18,21,No,No,Yes,Yes,Yes,4,4,4,5,5,5,4,5,Yes
Male,24,1,"In a relationship, but not married",Undecided,No,Architecture and Engineering Occupations,Live with family,Yes,United States of America,Rural,60-90 minutes,"College graduate, Bachelor's Degree",32000,5947,700000,1000000,0,Multiple times per week,No,Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",14,23,No,Yes,Yes,No,Yes,4,5,4,5,5,4,3,1,Yes
Male,29,2,"In a relationship, but not married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,Yes,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",200000,505000,1250000,2000000,30,Multiple times per week,Unsure,Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",22,25,No,Yes,Yes,No,Yes,4,5,3,1,4,3,3,1,Yes
Male,32,1,"Single, never married",Plan Children,No,Business and Financial Operations Occupations,Rent,Yes,United States of America,Suburban,30-60 minutes,Graduate degree,105000,265000,1250000,1600000,21,Multiple times per week,"Yes, within my country",Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",29,31,No,No,Yes,Yes,Yes,4,5,2,3,2,4,4,3,Yes
Male,23,1,"Single, never married",Undecided,No,Legal Occupations,Rent,Yes,United States of America,Urban,30-60 minutes,"College graduate, Bachelor's Degree",54000,22100,525000,3000000,4.2,Daily,"Yes, within my country",Somewhat Stable,Lower-Middle Class,"Yes, only basic savings and budgeting",22,22,No,No,No,No,Yes,4,4,4,5,5,5,2,1,Yes
Male,24,1,"Single, never married",Plan Children,No,Business and Financial Operations Occupations,Rent,Yes,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",60000,3500,1500000,2500000,1,Daily,Unsure,Somewhat Unstable,Lower-Middle Class,"Yes, only basic savings and budgeting",19,22,No,Yes,Yes,No,Yes,4,5,3,4,5,4,3,2,Yes
Male,23,1,"Single, never married",Undecided,No,Business and Financial Operations Occupations,Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",48000,97619,1200000,1800000,11,Multiple times per week,"Yes, nearby",Mostly Stable,Upper-Middle Class,"Yes, including investing and retirement planning",16,18,Yes,Yes,Yes,No,Yes,2,5,1,3,4,5,5,1,Yes
Male,26,2,Married,Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Suburban,<10 minutes,Graduate degree,152756,200000,1500000,3000000,13,Monthly,"Yes, within my country",Somewhat Stable,Middle Class,"No, we did not talk about it",16,19,No,No,Yes,Yes,Yes,3,5,3,5,2,4,3,1,Yes
Male,26,1,"In a relationship, but not married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,Yes,United States of America,Urban,10-30 minutes,Graduate degree,85000,15000,1000000,1375000,3,Multiple times per week,Unsure,Extremely Stable,Upper-Middle Class,"No, we did not talk about it",23,25,No,Yes,Yes,Yes,Yes,3,3,2,3,4,4,3,2,Yes
Male,28,1,"Single, never married",Undecided,No,Architecture and Engineering Occupations,Rent,Yes,United States of America,Urban,10-30 minutes,Graduate degree,101000,380000,1250000,2000000,30,Multiple times a day,Unsure,Mostly Stable,Middle Class,"Yes, including investing and retirement planning",16,22,No,No,Yes,No,Yes,4,5,3,3,4,4,3,1,Yes
Male,32,2,Married,Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Suburban,10-30 minutes,Graduate degree,170000,1050000,1400000,1400000,59,Weekly,"Yes, within my country",Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",23,23,No,Yes,No,No,Yes,3,5,3,4,4,4,4,1,Yes
Male,38,2,Married,Have Children,Yes,Healthcare Practitioners and Technical Occupations,Own,No,United States of America,Urban,Work at home,Multiple graduate degrees,550000,2100000,2000000,10000000,100,Weekly,No,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",25,36,No,Yes,Yes,No,Yes,4,5,3,4,5,4,4,2,Yes
Male,27,0,"Single, never married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Own,Yes,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",120000,65000,400000,800000,37.5,Multiple times per week,"Yes, within my country",Mostly Stable,Upper-Middle Class,"No, we did not talk about it",25,27,No,No,No,No,Yes,3,5,4,4,5,4,4,4,Yes
Male,32,1,"Single, never married",Undecided,No,Architecture and Engineering Occupations,Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",91000,358800,1300000,900000,6,Multiple times a day,Unsure,Mostly Unstable,Middle Class,"No, we did not talk about it",18,26,No,No,Yes,No,Yes,3,4,1,3,4,5,3,1,Yes
Male,25,2,Married,Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Suburban,Work at home,"Some college, no degree",150000,203000,1000000,2000000,20,Weekly,Unsure,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",17,22,No,Yes,Yes,Yes,Yes,4,5,2,4,4,5,4,3,Yes
Male,35,2,Married,Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Rural,Work at home,"Some college, no degree",156500,40000,1600000,1600000,4.6,Multiple times a day,No,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",30,34,No,No,No,No,Yes,3,4,4,3,5,4,3,1,Yes
Male,27,1,"In a relationship, but not married",Plan Children,No,"Licensed Professional (Attorney, Accountant, Engineer)",Own,Yes,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",119543,310611,1000000,1500000,49,Monthly,Unsure,Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",21,25,No,No,No,No,Yes,4,5,3,4,4,4,3,1,Yes
Male,26,1,"In a relationship, but not married",Undecided,No,Other (please specify),Own,Yes,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",90000,167000,1875000,2500000,7,Multiple times a day,"Yes, within my country",Mostly Stable,Upper-Middle Class,"No, we did not talk about it",19,25,No,Yes,Yes,Yes,Yes,2,5,3,4,4,5,2,1,Yes
Male,32,1,"Single, never married",Do not plan to have children,No,"Arts, Design, Entertainment, Sports, and Media Occupations",Rent,No,Canada,Urban,Work at home,"Some college, no degree",32545,30995,525000,525000,10.6,Multiple times per week,Unsure,Somewhat Unstable,Lower-Middle Class,"Yes, only basic savings and budgeting",18,31,No,Yes,No,Yes,Yes,4,4,5,4,1,5,5,1,Yes
Male,38,2,"In a relationship, but not married",Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,Yes,United States of America,Urban,10-30 minutes,Multiple graduate degrees,223000,405000,2000000,2500000,20,Multiple times per week,Unsure,Mostly Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",20,35,No,Yes,Yes,Yes,Yes,5,5,4,5,4,5,4,1,Yes
Female,31,1,"In a relationship, but not married",Do not plan to have children,No,Office and Administrative Support Occupations,Own,Yes,United States of America,Urban,30-60 minutes,Graduate degree,43000,23000,500000,750000,9,Multiple times per week,No,Mostly Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",26,29,No,No,Yes,No,Yes,4,3,4,5,5,3,3,1,Yes
Male,22,1,"In a relationship, but not married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Suburban,Work at home,"Some college, no degree",160000,75000,1250000,2200000,6,Daily,Unsure,Mostly Unstable,Middle Class,"No, they were not financially savvy",19,21,Yes,Yes,Yes,Yes,Yes,4,5,2,4,4,5,4,1,Yes
Male,38,1,Married,Have Children,No,Business and Financial Operations Occupations,Own,No,United Kingdom of Great Britain and Northern Ireland,Rural,60-90 minutes,"Some college, no degree",186000,339000,1000000,2000000,17,Daily,"Yes, within my country",Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",25,25,No,Yes,Yes,No,Yes,1,5,3,4,4,4,4,1,Yes
Male,29,2,Married,Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Urban,60-90 minutes,"College graduate, Bachelor's Degree",170000,350000,1500000,1500000,40,Multiple times per week,"Yes, nearby",Somewhat Unstable,Middle Class,"Yes, only basic savings and budgeting",22,22,No,No,Yes,No,Yes,4,4,3,4,3,4,4,1,Yes
Male,29,1,"In a relationship, but not married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,Yes,Australia,Urban,10-30 minutes,"College graduate, Bachelor's Degree",149000,75000,800000,1600000,10,Daily,"Yes, to another country",Extremely Stable,Upper-Middle Class,"Yes, including investing and retirement planning",15,27,No,Yes,Yes,Yes,Yes,4,5,3,3,3,5,4,1,Yes
Male,32,2,Married,Have Children,No,"Installation, Maintenance, and Repair Occupations",Own,No,United States of America,Rural,<10 minutes,"Some college, no degree",155000,135000,2000000,3000000,5,Daily,No,Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",27,30,No,Yes,Yes,Yes,Yes,4,5,2,4,4,3,3,3,Yes
Male,38,1,"Single, never married",Do not plan to have children,No,Business and Financial Operations Occupations,Own,Yes,United States of America,Urban,10-30 minutes,Graduate degree,250000,1000000,1500000,2000000,80,Weekly,No,Mostly Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",19,36,No,No,Yes,No,Yes,4,4,3,3,4,3,2,1,Yes
Male,21,1,"Single, never married",Undecided,No,Production and Manufacturing Occupations,Live with family,No,United States of America,Suburban,<10 minutes,"Some college, no degree",28000,122,200000,1000000,5,Daily,"Yes, within my country",Somewhat Unstable,Lower-Middle Class,"Yes, only basic savings and budgeting",21,20,No,Yes,Yes,No,Yes,5,4,4,4,3,5,5,1,Yes
Male,29,2,Married,Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",152000,84000,500000,900000,9,Semi-Annually,No,Mostly Unstable,Upper-Middle Class,"Yes, only basic savings and budgeting",22,24,No,No,No,No,No,4,4,3,2,2,5,5,1,Yes
Male,27,1,"In a relationship, but not married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Live with family,No,United States of America,Urban,30-60 minutes,"College graduate, Bachelor's Degree",1500000,2000000,2500000,6000000,80,Multiple times per week,No,Somewhat Stable,Upper-Middle Class,"Yes, including investing and retirement planning",19,26,No,Yes,Yes,No,Yes,3,5,2,4,3,5,4,1,Yes
